id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1394398907363430404,1394398907363430404,2021-05-17 17:06:20 Eastern Daylight Time,2021-05-17,17:06:20,-0400,804843150,mihailobjelic,Mihailo Bjelic,,*Very* proud to share this one! 😊🙏  300k Ethereum L1 miners will now be paid through @0xPolygon! 🤯🔥  We're incredibly happy to be in position to further help Ethereum:  - L1 will be less congested - Miners will keep more profit  Ethereum can always rely on @0xPolygon! 🦄💫🔥,en,"[{'screen_name': '0xpolygon', 'name': 'polygon (previously matic)', 'id': '914738730740715521'}, {'screen_name': '0xpolygon', 'name': 'polygon (previously matic)', 'id': '914738730740715521'}]",[],[],26,170,742,[],[],https://twitter.com/MihailoBjelic/status/1394398907363430404,False,https://twitter.com/etherchain_org/status/1394364338820067329,0,,,,,,,,[],,,,
1394398407473631233,1394398407473631233,2021-05-17 17:04:21 Eastern Daylight Time,2021-05-17,17:04:21,-0400,21805973,wiiinnie,Wunderbaer | HRMS & HRMS2 Cardano Stakepool 🇩🇪,,Great read from @InputOutputHK about the #erc20 converter how one can bring #ethereum tokens to #cardano with ease! $agi will the the first to do so with the $AGIX token that will coexist on both chains - more will follow! @singularity_net   https://t.co/5n6I2l5HaR,en,"[{'screen_name': 'inputoutputhk', 'name': 'input output', 'id': '3021837038'}, {'screen_name': 'singularity_net', 'name': 'singularitynet', 'id': '915590652167061504'}]",['http://disq.us/t/3wz9eqa'],[],2,67,332,"['erc20', 'ethereum', 'cardano']","['agi', 'agix']",https://twitter.com/Wiiinnie/status/1394398407473631233,False,,0,,,,,,,,[],,,,
1394398206814007301,1394398206814007301,2021-05-17 17:03:33 Eastern Daylight Time,2021-05-17,17:03:33,-0400,3306210644,notgrubles,grubles,,"ETH is only deflationary if people use ETH and burn it in transaction fees, but Ethereum's developers just disincentivized people using ETH thanks to Proof-of-Stake. So there's more incentive now to just sit on your ETH and do nothing while raking in whatever %-age from PoS.",en,[],[],[],12,10,148,[],[],https://twitter.com/notgrubles/status/1394398206814007301,False,,0,,,,,,,,[],,,,
1394396840842252288,1394396840842252288,2021-05-17 16:58:08 Eastern Daylight Time,2021-05-17,16:58:08,-0400,1184294344984952833,flurbnb,Flur 🤫 | 📌 $1k giveaway 📌 $FLUR #flurarmy,,$60 to one person in 9 hours  Retweet &amp; follow @Tylerdawnsmith1  #cryptocurrency #cryptocurrencies #cryptocurrencyNews #ethereum #bitcoin #bnb #cryptotwitter,en,"[{'screen_name': 'tylerdawnsmith1', 'name': 'crypto tyler', 'id': '1393925604714717191'}]",[],[],343,1080,515,"['cryptocurrency', 'cryptocurrencies', 'cryptocurrencynews', 'ethereum', 'bitcoin', 'bnb', 'cryptotwitter']",[],https://twitter.com/flurbnb/status/1394396840842252288,False,,0,,,,,,,,[],,,,
1394394481303068673,1394394481303068673,2021-05-17 16:48:45 Eastern Daylight Time,2021-05-17,16:48:45,-0400,1184294344984952833,flurbnb,Flur 🤫 | 📌 $1k giveaway 📌 $FLUR #flurarmy,,"$300 to one person in 72 hours  Retweet &amp; follow @Darth_Elon   Sponsor also has an ongoing $500 giveaway, feel free to check it out.  #cryptocurrency #cryptocurrencies #cryptocurrencyNews #ethereum #bitcoin #bnb #cryptotwitter #elon #elonmusk #elongate  https://t.co/clHxecMmL3",en,"[{'screen_name': 'darth_elon', 'name': 'darth elon', 'id': '1392115586667368469'}]",[],['https://pbs.twimg.com/media/E1niYujUcAE73_7.jpg'],1026,2800,1364,"['cryptocurrency', 'cryptocurrencies', 'cryptocurrencynews', 'ethereum', 'bitcoin', 'bnb', 'cryptotwitter', 'elon', 'elonmusk', 'elongate']",[],https://twitter.com/flurbnb/status/1394394481303068673,False,,1,https://pbs.twimg.com/media/E1niYujUcAE73_7.jpg,,,,,,,[],,,,
1394392188843347973,1394392188843347973,2021-05-17 16:39:39 Eastern Daylight Time,2021-05-17,16:39:39,-0400,3891934347,rsksmart,RSK,,Learn how #RSK is tackling the issue of #blockchain interoperability through @rif_os services and the #Ethereum token bridge!   Read the latest blog post:  https://t.co/g3I0YTkIYt  https://t.co/02ONCnBnqA,en,"[{'screen_name': 'rif_os', 'name': 'rif', 'id': '1025113070933356544'}]",['https://blog.rsk.co/noticia/rsk-contributions-to-the-blockchain-interoperability-landscape/'],['https://pbs.twimg.com/media/E1ngTpSX0AMtS-F.jpg'],1,21,122,"['rsk', 'blockchain', 'ethereum']",[],https://twitter.com/RSKsmart/status/1394392188843347973,False,,1,https://pbs.twimg.com/media/E1ngTpSX0AMtS-F.jpg,,,,,,,[],,,,
1394387721498546178,1394387721498546178,2021-05-17 16:21:53 Eastern Daylight Time,2021-05-17,16:21:53,-0400,1362472257784807426,mydexchainu,Alperen Akademi,,Kemelerinizi bağlayın dexchain uçuşa geçti #mydexchain #dexchain #dxc #doge #Bitcoin #paribu #BtcTurk #Gateio #BinanceTR #Bitci #Ethereum #shibcoin  https://t.co/q1xCvaxoKc,tr,[],[],['https://pbs.twimg.com/media/E1ncPhwX0AgfHEL.jpg'],131,385,468,"['mydexchain', 'dexchain', 'dxc', 'doge', 'bitcoin', 'paribu', 'btcturk', 'gateio', 'binancetr', 'bitci', 'ethereum', 'shibcoin']",[],https://twitter.com/MydexchainU/status/1394387721498546178,False,,1,https://pbs.twimg.com/media/E1ncPhwX0AgfHEL.jpg,,,,,,,[],,,,
1394386823191965700,1394386823191965700,2021-05-17 16:18:19 Eastern Daylight Time,2021-05-17,16:18:19,-0400,106393774,sellthefckngdip,S◎lanianDetective ☀️,,"Şimdi öncelikle bu floodu okumanızı tavsiye ederim. Sıra sıra hepsine elimdne geldiğince cevap vereceğim. Şunu da belirteyim herhangi birşey maximalisti değilim,asla da olmayacağım.  Solana üzerine yoğunlaşma sebebim 4-5 yıl önce ethereum üzerine yoğunlaşma sebeplerim ile aynıdır",tr,[],[],[],7,18,150,[],[],https://twitter.com/sellthefckngdip/status/1394386823191965700,False,https://twitter.com/TobbyKitty/status/1394296373269368832,0,,,,,,,,[],,,,
1394385933718507522,1394385933718507522,2021-05-17 16:14:47 Eastern Daylight Time,2021-05-17,16:14:47,-0400,1173425402523652096,airdropstario,AirdropStar,,💧DinoparkFinance Airdrop💧  🏆 Task:            ➕ 20 DINO (~$..)  👨‍👩‍👧 Referral:    ➕ Up to 200 DINO  (~$...) for Top 5 referrers  🔛 Airdrop Link &amp; Information:  https://t.co/6A5kL7MbAE  #cryptocurrency #Crypto #Bitcoin #Ethereum #ETH #Airdrop #bounty #BSC #BNB #DinoPark #DINO,en,[],['https://t.me/AirdropStar/1312'],[],68,975,834,"['cryptocurrency', 'crypto', 'bitcoin', 'ethereum', 'eth', 'airdrop', 'bounty', 'bsc', 'bnb', 'dinopark', 'dino']",[],https://twitter.com/AirdropStario/status/1394385933718507522,False,,0,,,,,,,,[],,,,
1394385536484265986,1394385536484265986,2021-05-17 16:13:12 Eastern Daylight Time,2021-05-17,16:13:12,-0400,44847919,danny_cryptofay,Daniel Ribar 🚀₳,,"What if #Ethereum has been #Cardano's incentivised test net all along? But an #eth user foots the bill instead. I have a feeling, it will continue being so for quite a bit longer. #Alonzo #ada $ada",en,[],[],[],9,21,196,"['ethereum', 'cardano', 'eth', 'alonzo', 'ada']",['ada'],https://twitter.com/danny_cryptofay/status/1394385536484265986,False,,0,,,,,,,,[],,,,
